"Category","Male","Female"
"0-4",-868,828
"5-9",-920,890
"10-14",-1093,1089
"15-19",-1153,1131
"20-24",-1269,1084
"25-29",-1502,1280
"30-34",-1361,1243
"35-39",-1215,1150
"40-44",-1288,1301
"45-49",-1189,1244
"50-54",-1411,1457
"55-59",-1642,1619
"60-64",-1449,1546
"65-69",-1332,1342
"70-74",-1052,1142
"75-79",-645,771
"80-84",-437,512
"85+",-382,692
