"Category","Male","Female"
"0-4",-1530,1464
"5-9",-1696,1613
"10-14",-1943,1919
"15-19",-1993,1953
"20-24",-1693,1659
"25-29",-1842,1734
"30-34",-1781,1668
"35-39",-1747,1706
"40-44",-1709,1707
"45-49",-1791,1803
"50-54",-1974,2078
"55-59",-2424,2504
"60-64",-2424,2456
"65-69",-1975,2085
"70-74",-1697,1789
"75-79",-1096,1248
"80-84",-624,831
"85+",-652,1162
