"Category","Male","Female"
"0-4",-5085,4844
"5-9",-5337,5042
"10-14",-5533,5254
"15-19",-7639,6829
"20-24",-9920,9428
"25-29",-6007,5896
"30-34",-5091,4924
"35-39",-5170,5309
"40-44",-4813,4886
"45-49",-4649,4831
"50-54",-5452,5610
"55-59",-6455,6777
"60-64",-6717,7034
"65-69",-5662,5977
"70-74",-4393,4951
"75-79",-2737,3461
"80-84",-1845,2616
"85+",-2119,3969
