"Category","Male","Female"
"0-4",-2827,2700
"5-9",-3017,2882
"10-14",-3035,2933
"15-19",-2921,2747
"20-24",-2569,2480
"25-29",-2808,2807
"30-34",-2804,2629
"35-39",-2844,2764
"40-44",-2813,2782
"45-49",-2793,2834
"50-54",-3107,3122
"55-59",-3538,3539
"60-64",-3509,3520
"65-69",-2914,2950
"70-74",-2243,2459
"75-79",-1586,1787
"80-84",-1050,1258
"85+",-1037,1735
