"Category","Male","Female"
"0-4",-1810,1726
"5-9",-1841,1827
"10-14",-2071,1940
"15-19",-2671,2681
"20-24",-3759,3761
"25-29",-2844,2398
"30-34",-2820,1976
"35-39",-2640,2234
"40-44",-2762,2370
"45-49",-2701,2408
"50-54",-2745,2474
"55-59",-3081,2968
"60-64",-2841,2892
"65-69",-2304,2307
"70-74",-1789,1909
"75-79",-1152,1374
"80-84",-767,1034
"85+",-782,1296
