"Category","Male","Female"
"0-4",-4399,4199
"5-9",-4366,4274
"10-14",-4530,4289
"15-19",-5652,4735
"20-24",-5682,4779
"25-29",-5391,5421
"30-34",-5950,5950
"35-39",-5058,5247
"40-44",-4604,4757
"45-49",-4489,4670
"50-54",-4930,5237
"55-59",-5599,6107
"60-64",-5558,6045
"65-69",-4821,5096
"70-74",-3578,3981
"75-79",-2103,2607
"80-84",-1320,1785
"85+",-1380,2551
