"Category","Male","Female"
"0-4",-648,618
"5-9",-730,657
"10-14",-842,812
"15-19",-1122,1146
"20-24",-1099,976
"25-29",-828,854
"30-34",-807,772
"35-39",-894,872
"40-44",-975,957
"45-49",-891,900
"50-54",-1026,1017
"55-59",-1149,1150
"60-64",-1093,1170
"65-69",-1090,1137
"70-74",-994,1027
"75-79",-615,655
"80-84",-330,373
"85+",-323,474
