"Category","Male","Female"
"0-4",-2963,2823
"5-9",-3096,2898
"10-14",-3245,3106
"15-19",-4830,4487
"20-24",-5183,4292
"25-29",-3359,2581
"30-34",-3438,3019
"35-39",-3278,2945
"40-44",-3185,2892
"45-49",-3196,3009
"50-54",-3517,3243
"55-59",-3555,3702
"60-64",-3683,3745
"65-69",-3011,3088
"70-74",-2397,2519
"75-79",-1692,1842
"80-84",-1085,1369
"85+",-992,1757
