"Category","Male","Female"
"0-4",-76682,73185
"5-9",-74565,70195
"10-14",-65902,62536
"15-19",-62343,59417
"20-24",-66986,70074
"25-29",-91942,96149
"30-34",-99023,98597
"35-39",-89215,88284
"40-44",-82681,84654
"45-49",-77533,78739
"50-54",-76298,79759
"55-59",-77232,83124
"60-64",-73154,81445
"65-69",-59125,68956
"70-74",-44538,55483
"75-79",-28153,38403
"80-84",-19081,28868
"85+",-18393,35835
