"Category","Male","Female"
"0-4",-1913,1822
"5-9",-2057,1925
"10-14",-2267,2072
"15-19",-2221,2077
"20-24",-2386,2106
"25-29",-2767,2177
"30-34",-2669,2110
"35-39",-2582,2370
"40-44",-2470,2223
"45-49",-2488,2200
"50-54",-2836,2605
"55-59",-2996,2912
"60-64",-2835,2946
"65-69",-2544,2533
"70-74",-1874,1910
"75-79",-1151,1318
"80-84",-712,927
"85+",-735,1333
