"Category","Male","Female"
"0-4",-4685,4470
"5-9",-4770,4406
"10-14",-4642,4372
"15-19",-4735,4549
"20-24",-4910,4766
"25-29",-5196,5119
"30-34",-5448,5230
"35-39",-5135,5081
"40-44",-4431,4487
"45-49",-4246,4431
"50-54",-4592,4901
"55-59",-5413,5848
"60-64",-5242,5632
"65-69",-4267,4618
"70-74",-3424,3864
"75-79",-2233,2850
"80-84",-1329,1958
"85+",-1624,3199
