"Category","Male","Female"
"0-4",-4018,3829
"5-9",-4140,4010
"10-14",-4642,4623
"15-19",-5067,5445
"20-24",-5514,5387
"25-29",-5875,5251
"30-34",-5927,5425
"35-39",-5537,5084
"40-44",-5484,5221
"45-49",-5526,5445
"50-54",-6261,6171
"55-59",-6806,6985
"60-64",-6978,7240
"65-69",-5815,6358
"70-74",-4612,5084
"75-79",-2949,3520
"80-84",-1720,2219
"85+",-1759,3082
