"Category","Male","Female"
"0-4",-42759,40770
"5-9",-35039,33440
"10-14",-29523,29276
"15-19",-32353,36444
"20-24",-50502,60925
"25-29",-89007,96863
"30-34",-90571,89693
"35-39",-70056,71109
"40-44",-56131,56867
"45-49",-49629,50332
"50-54",-48579,48801
"55-59",-47779,48927
"60-64",-44415,48793
"65-69",-38068,45847
"70-74",-31414,42609
"75-79",-22058,31881
"80-84",-14675,22359
"85+",-14571,26829
