"Category","Male","Female"
"0-4",-1272,1219
"5-9",-1255,1228
"10-14",-1282,1215
"15-19",-1317,1202
"20-24",-1233,1167
"25-29",-1482,1343
"30-34",-1330,1248
"35-39",-1417,1335
"40-44",-1417,1450
"45-49",-1322,1329
"50-54",-1506,1507
"55-59",-1754,1877
"60-64",-1906,1926
"65-69",-1584,1607
"70-74",-1314,1398
"75-79",-944,1040
"80-84",-552,681
"85+",-549,891
