"Category","Male","Female"
"0-4",-2503,2392
"5-9",-2496,2418
"10-14",-2733,2638
"15-19",-2449,2461
"20-24",-2412,2279
"25-29",-2777,2678
"30-34",-2549,2597
"35-39",-2657,2695
"40-44",-2514,2517
"45-49",-2657,2709
"50-54",-3111,3186
"55-59",-3548,3686
"60-64",-3423,3570
"65-69",-2923,2997
"70-74",-2429,2547
"75-79",-1417,1673
"80-84",-800,996
"85+",-806,1321
